dist,Angle,Serving_SSB_Idx,weight
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
g3,-60,4,1.0
