dist,Angle,Serving_SSB_Idx,weight
g1,-60,23,1.0
g1,-60,23,1.0
g1,-60,23,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,24,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,26,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
g1,-60,28,1.0
