dist,Angle,Serving_SSB_Idx,weight
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,2,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,23,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,24,1.0
g6,-60,26,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,29,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
g6,-60,36,1.0
